Year,Week,DateId,Team,Opp,Position,Player,PassAtt,PassCom,PassYds,PassTD,PassINT,Pass300,RushAtt,RushYds,RushTD,Rush100,RecTarg,RecCatches,RecYds,RecTD,Rec100,FumL,OffFumTD,TwoPT,RetYds,RetTD,FGMade0_19,FGMade20_29,FGMade30_39,FGMade40_49,FGMade50,PATMade,DefYardsTotal,DefPointsTotal,DefSk,DefTFL,DefINT,DefFF,DefFR,DefTD,DefSft,DefBlk,DefReturnTD,FantasyPointsDraftKings,FantasyPointsFanDuel
2024,10,20241107,BAL,vs CIN,RB,Keaton Mitchell,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80000,13.00000,0.11000,0.00000,,0.50000,4.00000,0.03000,0.00000,0.02000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,3.02,2.75
2024,10,20241107,BAL,vs CIN,RB,Owen Wright,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,RB,Rasheen Ali,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,TE,Charlie Kolar,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,1.80000,17.00000,0.16000,0.00000,0.02000,,0.01000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,4.46,3.54
2024,10,20241107,BAL,vs CIN,TE,Isaiah Likely,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,TE,Mark Andrews,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,3.50000,41.00000,0.41000,0.03000,0.03000,,0.02000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,10.16,8.38
2024,10,20241107,BAL,vs CIN,TE,Zaire Mitchell-Paden,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,WR,Anthony Miller,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,WR,Dayton Wade,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,WR,Deonte Harty,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,WR,Devontez Walker,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,WR,Diontae Johnson,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,2.20000,28.00000,0.22000,0.00000,0.02000,,0.01000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,6.32,5.20
2024,10,20241107,BAL,vs CIN,WR,Keith Kirkwood,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,WR,Malik Cunningham,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241107,BAL,vs CIN,WR,Nelson Agholor,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,1.00000,14.00000,0.09000,0.00000,0.01000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,2.93,2.42
2024,10,20241107,BAL,vs CIN,WR,Rashod Bateman,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,2.60000,36.00000,0.26000,0.01000,0.02000,,0.01000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,7.79,6.47
2024,10,20241107,BAL,vs CIN,WR,Tylan Wallace,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.10000,1.00000,0.01000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.26,0.21
2024,10,20241107,BAL,vs CIN,WR,Zay Flowers,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40000,2.20000,0.01000,0.00000,,4.90000,59.00000,0.42000,0.15000,0.05000,,0.02000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,14.04,11.54
2024,10,20241110,BUF,@ IND,D,Buffalo Defense,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,21.00000,2.30000,0.0,0.82000,1.20000,0.54000,0.20000,0.04000,0.00000,0.00000,6.30,6.30
2024,10,20241110,BUF,@ IND,FB,Reggie Gilliam,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,BUF,@ IND,K,Tyler Bass,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,0.0,0.00000,0.02000,0.54500,0.45000,0.41000,0.13000,2.50000,,,,0.0,,,,,,,,7.84,7.84
